doc_id,fund_code,fund_name,period,period_end,schema_version,industry_code,industry_name,fair_value_cny,nav_ratio_pct,source_page,announcement_url,file_url,source_pdf_sha256
SYN001_2026Q1,SYN001,稳健成长合成基金,2026Q1,2026-03-31,synthetic_v1,C,合成制造业,112000000.0,11.2,3,https://example.invalid/synthetic/SYN001_2026Q1,,7d644bbff9c37e3a9841b5b8fbe2f46a4ca9d3bfda529915edff53cc80b47f15
SYN001_2026Q1,SYN001,稳健成长合成基金,2026Q1,2026-03-31,synthetic_v1,I,合成信息技术业,196000000.0,19.6,3,https://example.invalid/synthetic/SYN001_2026Q1,,7d644bbff9c37e3a9841b5b8fbe2f46a4ca9d3bfda529915edff53cc80b47f15
SYN001_2026Q1,SYN001,稳健成长合成基金,2026Q1,2026-03-31,synthetic_v1,J,合成金融业,86000000.0,8.6,3,https://example.invalid/synthetic/SYN001_2026Q1,,7d644bbff9c37e3a9841b5b8fbe2f46a4ca9d3bfda529915edff53cc80b47f15
SYN001_2026Q1,SYN001,稳健成长合成基金,2026Q1,2026-03-31,synthetic_v1,L,合成商务服务业,60000000.0,6.0,3,https://example.invalid/synthetic/SYN001_2026Q1,,7d644bbff9c37e3a9841b5b8fbe2f46a4ca9d3bfda529915edff53cc80b47f15
SYN001_2026Q1,SYN001,稳健成长合成基金,2026Q1,2026-03-31,synthetic_v1,M,合成研发服务业,112000000.0,11.2,3,https://example.invalid/synthetic/SYN001_2026Q1,,7d644bbff9c37e3a9841b5b8fbe2f46a4ca9d3bfda529915edff53cc80b47f15
SYN001_2026Q2,SYN001,稳健成长合成基金,2026Q2,2026-06-30,synthetic_v1,C,合成制造业,108000000.0,10.8,3,https://example.invalid/synthetic/SYN001_2026Q2,,8c2f39d0301644ce94a653c633d7d569d9102e388b04fbea4f35c94f4900e6ab
SYN001_2026Q2,SYN001,稳健成长合成基金,2026Q2,2026-06-30,synthetic_v1,I,合成信息技术业,204000000.0,20.4,3,https://example.invalid/synthetic/SYN001_2026Q2,,8c2f39d0301644ce94a653c633d7d569d9102e388b04fbea4f35c94f4900e6ab
SYN001_2026Q2,SYN001,稳健成长合成基金,2026Q2,2026-06-30,synthetic_v1,J,合成金融业,89000000.0,8.9,3,https://example.invalid/synthetic/SYN001_2026Q2,,8c2f39d0301644ce94a653c633d7d569d9102e388b04fbea4f35c94f4900e6ab
SYN001_2026Q2,SYN001,稳健成长合成基金,2026Q2,2026-06-30,synthetic_v1,L,合成商务服务业,60000000.0,6.0,3,https://example.invalid/synthetic/SYN001_2026Q2,,8c2f39d0301644ce94a653c633d7d569d9102e388b04fbea4f35c94f4900e6ab
SYN001_2026Q2,SYN001,稳健成长合成基金,2026Q2,2026-06-30,synthetic_v1,M,合成研发服务业,118000000.0,11.8,3,https://example.invalid/synthetic/SYN001_2026Q2,,8c2f39d0301644ce94a653c633d7d569d9102e388b04fbea4f35c94f4900e6ab
SYN002_2025Q3,SYN002,科技创新合成基金,2025Q3,2025-09-30,synthetic_v1,C,合成制造业,140000000.0,14.0,3,https://example.invalid/synthetic/SYN002_2025Q3,,10a81fd16f8823d3a7876652265c7379c8a1bc10b4d2738c42eedcc0fa7d05b1
SYN002_2025Q3,SYN002,科技创新合成基金,2025Q3,2025-09-30,synthetic_v1,I,合成信息技术业,195000000.0,19.5,3,https://example.invalid/synthetic/SYN002_2025Q3,,10a81fd16f8823d3a7876652265c7379c8a1bc10b4d2738c42eedcc0fa7d05b1
SYN002_2025Q3,SYN002,科技创新合成基金,2025Q3,2025-09-30,synthetic_v1,J,合成金融业,80000000.0,8.0,3,https://example.invalid/synthetic/SYN002_2025Q3,,10a81fd16f8823d3a7876652265c7379c8a1bc10b4d2738c42eedcc0fa7d05b1
SYN002_2025Q3,SYN002,科技创新合成基金,2025Q3,2025-09-30,synthetic_v1,L,合成商务服务业,65000000.0,6.5,3,https://example.invalid/synthetic/SYN002_2025Q3,,10a81fd16f8823d3a7876652265c7379c8a1bc10b4d2738c42eedcc0fa7d05b1
SYN002_2025Q3,SYN002,科技创新合成基金,2025Q3,2025-09-30,synthetic_v1,M,合成研发服务业,100000000.0,10.0,3,https://example.invalid/synthetic/SYN002_2025Q3,,10a81fd16f8823d3a7876652265c7379c8a1bc10b4d2738c42eedcc0fa7d05b1
SYN002_2025Q4,SYN002,科技创新合成基金,2025Q4,2025-12-31,synthetic_v1,C,合成制造业,136000000.0,13.6,3,https://example.invalid/synthetic/SYN002_2025Q4,,b5d80c51e29f655b121efd47fa2645ef14bfc81fb907b9d835e64342993f8b5b
SYN002_2025Q4,SYN002,科技创新合成基金,2025Q4,2025-12-31,synthetic_v1,I,合成信息技术业,203000000.0,20.3,3,https://example.invalid/synthetic/SYN002_2025Q4,,b5d80c51e29f655b121efd47fa2645ef14bfc81fb907b9d835e64342993f8b5b
SYN002_2025Q4,SYN002,科技创新合成基金,2025Q4,2025-12-31,synthetic_v1,J,合成金融业,83000000.0,8.3,3,https://example.invalid/synthetic/SYN002_2025Q4,,b5d80c51e29f655b121efd47fa2645ef14bfc81fb907b9d835e64342993f8b5b
SYN002_2025Q4,SYN002,科技创新合成基金,2025Q4,2025-12-31,synthetic_v1,L,合成商务服务业,65000000.0,6.5,3,https://example.invalid/synthetic/SYN002_2025Q4,,b5d80c51e29f655b121efd47fa2645ef14bfc81fb907b9d835e64342993f8b5b
SYN002_2025Q4,SYN002,科技创新合成基金,2025Q4,2025-12-31,synthetic_v1,M,合成研发服务业,106000000.0,10.6,3,https://example.invalid/synthetic/SYN002_2025Q4,,b5d80c51e29f655b121efd47fa2645ef14bfc81fb907b9d835e64342993f8b5b
SYN002_2026Q1,SYN002,科技创新合成基金,2026Q1,2026-03-31,synthetic_v1,C,合成制造业,132000000.0,13.2,3,https://example.invalid/synthetic/SYN002_2026Q1,,bfdd6e4c42e7d1713c783ad6b6307d7acac0b244d8cdcf69fad7bbf28bf726dc
SYN002_2026Q1,SYN002,科技创新合成基金,2026Q1,2026-03-31,synthetic_v1,I,合成信息技术业,211000000.0,21.1,3,https://example.invalid/synthetic/SYN002_2026Q1,,bfdd6e4c42e7d1713c783ad6b6307d7acac0b244d8cdcf69fad7bbf28bf726dc
SYN002_2026Q1,SYN002,科技创新合成基金,2026Q1,2026-03-31,synthetic_v1,J,合成金融业,86000000.0,8.6,3,https://example.invalid/synthetic/SYN002_2026Q1,,bfdd6e4c42e7d1713c783ad6b6307d7acac0b244d8cdcf69fad7bbf28bf726dc
SYN002_2026Q1,SYN002,科技创新合成基金,2026Q1,2026-03-31,synthetic_v1,L,合成商务服务业,65000000.0,6.5,3,https://example.invalid/synthetic/SYN002_2026Q1,,bfdd6e4c42e7d1713c783ad6b6307d7acac0b244d8cdcf69fad7bbf28bf726dc
SYN002_2026Q1,SYN002,科技创新合成基金,2026Q1,2026-03-31,synthetic_v1,M,合成研发服务业,112000000.0,11.2,3,https://example.invalid/synthetic/SYN002_2026Q1,,bfdd6e4c42e7d1713c783ad6b6307d7acac0b244d8cdcf69fad7bbf28bf726dc
SYN002_2026Q2,SYN002,科技创新合成基金,2026Q2,2026-06-30,synthetic_v1,C,合成制造业,128000000.0,12.8,3,https://example.invalid/synthetic/SYN002_2026Q2,,79c1d3752f2fddcf9972611b88b9bd081dbea618c8ebaeafc53078555ebb3e2b
SYN002_2026Q2,SYN002,科技创新合成基金,2026Q2,2026-06-30,synthetic_v1,I,合成信息技术业,219000000.0,21.9,3,https://example.invalid/synthetic/SYN002_2026Q2,,79c1d3752f2fddcf9972611b88b9bd081dbea618c8ebaeafc53078555ebb3e2b
SYN002_2026Q2,SYN002,科技创新合成基金,2026Q2,2026-06-30,synthetic_v1,J,合成金融业,89000000.0,8.9,3,https://example.invalid/synthetic/SYN002_2026Q2,,79c1d3752f2fddcf9972611b88b9bd081dbea618c8ebaeafc53078555ebb3e2b
SYN002_2026Q2,SYN002,科技创新合成基金,2026Q2,2026-06-30,synthetic_v1,L,合成商务服务业,65000000.0,6.5,3,https://example.invalid/synthetic/SYN002_2026Q2,,79c1d3752f2fddcf9972611b88b9bd081dbea618c8ebaeafc53078555ebb3e2b
SYN002_2026Q2,SYN002,科技创新合成基金,2026Q2,2026-06-30,synthetic_v1,M,合成研发服务业,118000000.0,11.8,3,https://example.invalid/synthetic/SYN002_2026Q2,,79c1d3752f2fddcf9972611b88b9bd081dbea618c8ebaeafc53078555ebb3e2b
SYN003_2025Q3,SYN003,绿色转型合成基金,2025Q3,2025-09-30,synthetic_v1,C,合成制造业,160000000.0,16.0,3,https://example.invalid/synthetic/SYN003_2025Q3,,8307b7f90dd1665c9467a83456b9c8aa262611431e1bd770419ffd1271efca47
SYN003_2025Q3,SYN003,绿色转型合成基金,2025Q3,2025-09-30,synthetic_v1,I,合成信息技术业,210000000.0,21.0,3,https://example.invalid/synthetic/SYN003_2025Q3,,8307b7f90dd1665c9467a83456b9c8aa262611431e1bd770419ffd1271efca47
SYN003_2025Q3,SYN003,绿色转型合成基金,2025Q3,2025-09-30,synthetic_v1,J,合成金融业,80000000.0,8.0,3,https://example.invalid/synthetic/SYN003_2025Q3,,8307b7f90dd1665c9467a83456b9c8aa262611431e1bd770419ffd1271efca47
SYN003_2025Q3,SYN003,绿色转型合成基金,2025Q3,2025-09-30,synthetic_v1,L,合成商务服务业,70000000.0,7.0,3,https://example.invalid/synthetic/SYN003_2025Q3,,8307b7f90dd1665c9467a83456b9c8aa262611431e1bd770419ffd1271efca47
SYN003_2025Q3,SYN003,绿色转型合成基金,2025Q3,2025-09-30,synthetic_v1,M,合成研发服务业,100000000.0,10.0,3,https://example.invalid/synthetic/SYN003_2025Q3,,8307b7f90dd1665c9467a83456b9c8aa262611431e1bd770419ffd1271efca47
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,C,合成制造业,156000000.0,15.6,3,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,I,合成信息技术业,218000000.0,21.8,3,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,J,合成金融业,83000000.0,8.3,3,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,L,合成商务服务业,70000000.0,7.0,3,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2025Q4,SYN003,绿色转型合成基金,2025Q4,2025-12-31,synthetic_v1,M,合成研发服务业,106000000.0,10.6,3,https://example.invalid/synthetic/SYN003_2025Q4,,7ccbc692afa767d2ef1246e01d0bdfdb26b1eca98f38d0d6bc2192a8b28b04ff
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,C,合成制造业,152000000.0,15.2,3,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,I,合成信息技术业,226000000.0,22.6,3,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,J,合成金融业,86000000.0,8.6,3,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,L,合成商务服务业,70000000.0,7.0,3,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q1,SYN003,绿色转型合成基金,2026Q1,2026-03-31,synthetic_v1,M,合成研发服务业,112000000.0,11.2,3,https://example.invalid/synthetic/SYN003_2026Q1,,b8935db7dd3e3aa633e215e729c58850aeadb40d937e758c981e330916cec1f1
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,C,合成制造业,148000000.0,14.8,3,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,I,合成信息技术业,234000000.0,23.4,3,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,J,合成金融业,89000000.0,8.9,3,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,L,合成商务服务业,70000000.0,7.0,3,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
SYN003_2026Q2,SYN003,绿色转型合成基金,2026Q2,2026-06-30,synthetic_v1,M,合成研发服务业,118000000.0,11.8,3,https://example.invalid/synthetic/SYN003_2026Q2,,f8f38cd4fd36fc85895a83646f2feec0ad3c5e60944b0c36609b80abfa93943c
