fund_code,fund_name,date,unit_nav,cumulative_nav,source_kind,source_url
SYN002,科技创新合成基金,2026-02-17,1.051109,1.051109,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-18,1.052295,1.052295,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-19,1.05411,1.05411,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-20,1.056424,1.056424,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-23,1.059091,1.059091,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-24,1.061948,1.061948,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-25,1.064825,1.064825,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-26,1.067551,1.067551,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-02-27,1.069963,1.069963,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-02,1.071912,1.071912,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-03,1.07327,1.07327,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-04,1.073937,1.073937,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-05,1.073846,1.073846,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-06,1.072966,1.072966,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-09,1.071305,1.071305,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-10,1.06891,1.06891,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-11,1.065864,1.065864,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-12,1.062282,1.062282,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-13,1.058308,1.058308,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-16,1.054107,1.054107,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-17,1.049858,1.049858,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-18,1.045745,1.045745,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-19,1.041952,1.041952,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-20,1.038657,1.038657,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-23,1.036019,1.036019,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-24,1.034179,1.034179,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-25,1.033253,1.033253,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-26,1.033327,1.033327,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-27,1.034455,1.034455,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-30,1.036658,1.036658,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-03-31,1.039921,1.039921,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-01,1.044194,1.044194,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-02,1.049395,1.049395,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-03,1.055408,1.055408,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-06,1.062087,1.062087,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-07,1.069263,1.069263,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-08,1.076744,1.076744,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-09,1.084325,1.084325,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-10,1.091794,1.091794,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-13,1.098939,1.098939,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-14,1.105557,1.105557,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-15,1.111461,1.111461,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-16,1.116491,1.116491,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-17,1.120518,1.120518,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-20,1.123451,1.123451,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-21,1.125243,1.125243,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-22,1.12589,1.12589,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-23,1.125433,1.125433,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN002,科技创新合成基金,2026-04-24,1.123955,1.123955,fully_synthetic,https://example.invalid/synthetic/SYN002
SYN003,绿色转型合成基金,2026-01-05,1.08,1.08,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-06,1.087455,1.087455,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-07,1.094964,1.094964,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-08,1.10231,1.10231,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-09,1.109279,1.109279,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-12,1.115666,1.115666,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-13,1.121281,1.121281,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-14,1.125961,1.125961,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-15,1.129574,1.129574,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-16,1.13203,1.13203,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-19,1.133278,1.133278,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-20,1.133317,1.133317,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-21,1.132189,1.132189,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-22,1.12998,1.12998,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-23,1.126816,1.126816,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-26,1.122854,1.122854,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-27,1.118277,1.118277,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-28,1.113284,1.113284,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-29,1.108083,1.108083,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-01-30,1.102881,1.102881,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-02,1.097872,1.097872,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-03,1.093239,1.093239,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-04,1.089136,1.089136,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-05,1.085693,1.085693,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-06,1.083006,1.083006,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-09,1.081138,1.081138,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-10,1.080115,1.080115,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-11,1.079928,1.079928,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-12,1.080533,1.080533,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-13,1.081851,1.081851,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-16,1.083778,1.083778,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-17,1.08618,1.08618,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-18,1.088904,1.088904,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-19,1.091785,1.091785,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-20,1.094646,1.094646,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-23,1.097314,1.097314,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-24,1.099622,1.099622,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-25,1.101416,1.101416,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-26,1.102568,1.102568,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-02-27,1.102977,1.102977,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-02,1.102578,1.102578,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-03,1.101341,1.101341,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-04,1.099278,1.099278,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-05,1.096442,1.096442,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-06,1.092921,1.092921,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-09,1.088838,1.088838,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-10,1.084345,1.084345,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-11,1.079613,1.079613,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-12,1.074831,1.074831,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-13,1.070191,1.070191,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-16,1.065885,1.065885,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-17,1.062096,1.062096,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-18,1.058991,1.058991,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-19,1.056718,1.056718,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-20,1.055395,1.055395,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-23,1.055114,1.055114,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-24,1.05593,1.05593,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-25,1.057868,1.057868,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-26,1.060913,1.060913,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-27,1.065018,1.065018,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-30,1.070098,1.070098,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-03-31,1.076037,1.076037,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-01,1.08269,1.08269,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-02,1.089884,1.089884,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-03,1.097426,1.097426,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-06,1.105109,1.105109,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-07,1.112716,1.112716,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-08,1.120034,1.120034,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-09,1.126855,1.126855,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-10,1.13299,1.13299,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-13,1.138274,1.138274,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-14,1.142574,1.142574,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-15,1.145798,1.145798,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-16,1.147894,1.147894,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-17,1.148855,1.148855,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-20,1.14872,1.14872,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-21,1.14757,1.14757,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-22,1.145525,1.145525,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-23,1.142734,1.142734,fully_synthetic,https://example.invalid/synthetic/SYN003
SYN003,绿色转型合成基金,2026-04-24,1.139374,1.139374,fully_synthetic,https://example.invalid/synthetic/SYN003
